dataset,n_estimators,Bagging,Bag_std,AdaBoost,Ada_std,RandomSubspaces,RS_std,RLO,RLO_std
ecoli3,10,0.562975912975913,0.17524107268608624,0.4848484848484848,0.2737355100760294,0.3377777777777777,0.3356659126844303,0.4468642193719593,0.31653975542881635
ecoli3,20,0.6002564102564103,0.20775940669838125,0.4848484848484848,0.2737355100760294,0.2533333333333333,0.2543837870445189,0.4976190476190476,0.14559436743456874
ecoli3,30,0.6027639027639028,0.14964911960401106,0.4848484848484848,0.2737355100760294,0.09444444444444444,0.11600340565456164,0.4235819735819736,0.19830544052034013
ecoli3,40,0.5932400932400932,0.14364346768395345,0.4848484848484848,0.2737355100760294,0.05,0.10000000000000002,0.31999999999999995,0.2840970100355002
ecoli3,50,0.571994671994672,0.12624470835356558,0.4848484848484848,0.2737355100760294,0.05,0.10000000000000002,0.2184002184002184,0.20668641347148173
ecoli3,60,0.582983682983683,0.1398142892986673,0.4848484848484848,0.2737355100760294,0.05,0.10000000000000002,0.2903333333333333,0.26603341477674897
ecoli3,70,0.6053280053280053,0.12482998851268262,0.4848484848484848,0.2737355100760294,0.1,0.12247448713915893,0.41265401265401264,0.2301336752107435
ecoli3,80,0.5810855810855811,0.12230826163185693,0.4848484848484848,0.2737355100760294,0.1,0.12247448713915893,0.3202020202020202,0.19767034153369786
ecoli3,90,0.5950715950715951,0.12142929171715952,0.4848484848484848,0.2737355100760294,0.18333333333333332,0.16814162167135066,0.3410308926437958,0.19371209008845305
ecoli3,100,0.5950715950715951,0.12142929171715952,0.4848484848484848,0.2737355100760294,0.18333333333333332,0.16814162167135066,0.15475113122171946,0.21239801653012935
segment0,10,0.9907686845375469,0.007610018978612324,0.98322713555481,0.00758147586232666,0.9716488372093024,0.017950017964983016,0.5310643716955815,0.16225036538700094
segment0,20,0.9907686845375469,0.007610018978612324,0.98322713555481,0.00758147586232666,0.9892184790178756,0.007910203849622417,0.7518227304592138,0.2867127523448048
segment0,30,0.9907686845375469,0.007610018978612324,0.98322713555481,0.00758147586232666,0.9892184790178756,0.007910203849622417,0.6822488272921109,0.1771081603925413
segment0,40,0.9907686845375469,0.007610018978612324,0.98322713555481,0.00758147586232666,0.9892184790178756,0.007910203849622417,0.8065697771471936,0.20185299476790186
segment0,50,0.9907686845375469,0.007610018978612324,0.98322713555481,0.00758147586232666,0.9892184790178756,0.007910203849622417,0.7950023461638566,0.24335451755184365
segment0,60,0.9907686845375469,0.007610018978612324,0.98322713555481,0.00758147586232666,0.9892184790178756,0.007910203849622417,0.7899820190854274,0.20948211339445813
segment0,70,0.9907686845375469,0.007610018978612324,0.98322713555481,0.00758147586232666,0.9892184790178756,0.007910203849622417,0.5939776564531322,0.19984709890206195
segment0,80,0.9907686845375469,0.007610018978612324,0.98322713555481,0.00758147586232666,0.9892184790178756,0.007910203849622417,0.6883876894246006,0.26047218954907364
segment0,90,0.9907686845375469,0.007610018978612324,0.98322713555481,0.00758147586232666,0.9892184790178756,0.007910203849622417,0.6938498421621332,0.21015532957541197
segment0,100,0.9907686845375469,0.007610018978612324,0.98322713555481,0.00758147586232666,0.9892184790178756,0.007910203849622417,0.5890797093794753,0.240420313947844
