dataset,n_estimators,Bagging,Bag_std,AdaBoost,Ada_std,RandomSubspaces,RS_std,RLO,RLO_std
vehicle2,10,0.9145903459277192,0.028610289638851732,0.912759955102133,0.01633724380241107,0.7606261289288611,0.07605425811060695,0.7432122306488502,0.11607602438695325
vehicle2,20,0.9189207038067831,0.01746158654616688,0.912759955102133,0.01633724380241107,0.831465374280509,0.0507582765749911,0.7173282143327832,0.14013587178828704
vehicle2,30,0.9232672700194752,0.016515015703948883,0.912759955102133,0.01633724380241107,0.8402525463294858,0.04792211639079918,0.686799053083534,0.16622543655576213
vehicle2,40,0.923535181947138,0.01978214401778899,0.912759955102133,0.01633724380241107,0.8508000705514484,0.03715010273685305,0.7548816752349677,0.07504652771588717
vehicle2,50,0.9259944174456678,0.021177002371633318,0.912759955102133,0.01633724380241107,0.8635308922665244,0.034377617143115734,0.6702681262287173,0.1083063963098496
vehicle2,60,0.9285662368711124,0.01763405385819989,0.912759955102133,0.01633724380241107,0.8811543620486709,0.031046527806722807,0.6233849328237001,0.1043925645487969
vehicle2,70,0.9261658282909286,0.016148563225764394,0.912759955102133,0.01633724380241107,0.8905243250293466,0.026894566975849847,0.7429058284327698,0.14855249122540845
vehicle2,80,0.9238523066828672,0.01989932917569783,0.912759955102133,0.01633724380241107,0.8734605382307364,0.01810810078735602,0.7670266829841299,0.1340600078700659
vehicle2,90,0.9213967162962424,0.01951873831536384,0.912759955102133,0.01633724380241107,0.8578147642516291,0.03004119975216025,0.7515472056489579,0.093633059530969
vehicle2,100,0.9213967162962424,0.01951873831536384,0.912759955102133,0.01633724380241107,0.8550325241802323,0.02762899292902725,0.6451794798875092,0.16561817427439546
yeast3,10,0.7459537405830595,0.08105296060605564,0.596990182692807,0.10441279486299716,0.010810810810810813,0.021621621621621626,0.3932889664232948,0.19309005685531014
yeast3,20,0.7435212740475897,0.08587664303755457,0.596990182692807,0.10441279486299716,0.05431901431901432,0.056310324408482125,0.564585733664535,0.10171793318123523
yeast3,30,0.7354384096850142,0.06438392133593875,0.596990182692807,0.10441279486299716,0.022857142857142857,0.045714285714285714,0.6206530350265909,0.1012160645234738
yeast3,40,0.7356796201121265,0.0792745854595791,0.596990182692807,0.10441279486299716,0.19057394990898827,0.1976932470979554,0.5779576794728045,0.07581600243201944
yeast3,50,0.7266279089708632,0.08915437927047744,0.596990182692807,0.10441279486299716,0.3815384615384615,0.1591736215556988,0.5246988448182223,0.11351517734335685
yeast3,60,0.7381335517674941,0.08455817886647912,0.596990182692807,0.10441279486299716,0.23704711551496774,0.15978524093902738,0.5261217205362283,0.15927429262799794
yeast3,70,0.7387549780560054,0.07832725120825132,0.596990182692807,0.10441279486299716,0.24181426416720536,0.14658372044366647,0.5029356227864927,0.16118097488041475
yeast3,80,0.7421731216503186,0.06827146296996545,0.596990182692807,0.10441279486299716,0.18230266465560585,0.08000610675909928,0.5377350629572216,0.19021661044636767
yeast3,90,0.7404290785615064,0.07718958621962321,0.596990182692807,0.10441279486299716,0.20892290590999346,0.10435194019360944,0.492750468676468,0.08897513963585361
yeast3,100,0.7405060557025689,0.08752769794433342,0.596990182692807,0.10441279486299716,0.2863494410963631,0.1236918350516068,0.5566310281444286,0.13996207345820852
glass6,10,0.7344522144522144,0.10433795573370568,0.7521212121212122,0.15161693550903105,0.7627705627705628,0.12427032584117707,0.5247125634222407,0.2800463662334486
glass6,20,0.781118881118881,0.08395621935822561,0.7521212121212122,0.15161693550903105,0.7851515151515152,0.1053761464061244,0.7754911754911755,0.05059990190541468
glass6,30,0.781118881118881,0.08395621935822561,0.7521212121212122,0.15161693550903105,0.7654545454545454,0.0603509783491133,0.5535024958174863,0.2523405791759035
glass6,40,0.8023310023310023,0.08101901523602409,0.7521212121212122,0.15161693550903105,0.738088578088578,0.045028690678570106,0.4708720129772761,0.24737509447253234
glass6,50,0.8023310023310023,0.08101901523602409,0.7521212121212122,0.15161693550903105,0.7375757575757576,0.080256704762409,0.6286647992530346,0.13168100032049307
glass6,60,0.8023310023310023,0.08101901523602409,0.7521212121212122,0.15161693550903105,0.7509090909090909,0.05902171551001147,0.6254545454545454,0.1151451353894586
glass6,70,0.7811188811188811,0.08395621935822561,0.7521212121212122,0.15161693550903105,0.7375757575757576,0.080256704762409,0.5955128205128205,0.12427303401079624
glass6,80,0.7811188811188811,0.08395621935822561,0.7521212121212122,0.15161693550903105,0.7509090909090909,0.05902171551001147,0.6291608391608391,0.2456829172901684
glass6,90,0.7811188811188811,0.08395621935822561,0.7521212121212122,0.15161693550903105,0.7509090909090909,0.05902171551001147,0.7091686091686091,0.20157556711421615
glass6,100,0.7811188811188811,0.08395621935822561,0.7521212121212122,0.15161693550903105,0.7509090909090909,0.05902171551001147,0.6541666666666666,0.19075871903765992
