dataset,n_estimators,Bagging,Bag_std,AdaBoost,Ada_std,RandomSubspaces,RS_std,RLO,RLO_std
ecoli3,10,0.9195346795434592,0.02047913683816665,0.9165496049165934,0.022567409832560448,0.9135645302897281,0.024111399511625692,0.817998244073749,0.14368734963818805
ecoli3,20,0.9285338015803336,0.025762496130380026,0.9165496049165934,0.022567409832560448,0.904741000877963,0.02033010776546077,0.8300702370500439,0.1545544551438631
ecoli3,30,0.9285338015803336,0.0220339010687781,0.9165496049165934,0.022567409832560448,0.8987708516242318,0.0064969271290605595,0.8778314310798946,0.02608732656821096
ecoli3,40,0.925548726953468,0.02123436903646141,0.9165496049165934,0.022567409832560448,0.8987708516242318,0.0064969271290605595,0.7792800702370501,0.1984651909207008
ecoli3,50,0.9225636523266022,0.017589087927151754,0.9165496049165934,0.022567409832560448,0.8957857769973661,0.009861366870657744,0.8488586479367866,0.10886845421363048
ecoli3,60,0.925548726953468,0.02123436903646141,0.9165496049165934,0.022567409832560448,0.8957857769973661,0.009861366870657744,0.8749341527655838,0.03235517472333458
ecoli3,70,0.9285338015803336,0.017529386348345343,0.9165496049165934,0.022567409832560448,0.8957857769973663,0.013651126760721194,0.8689640035118525,0.04069953349742182
ecoli3,80,0.925548726953468,0.01651317709641264,0.9165496049165934,0.022567409832560448,0.8957857769973663,0.013651126760721194,0.883801580333626,0.034821947873496656
ecoli3,90,0.925548726953468,0.01651317709641264,0.9165496049165934,0.022567409832560448,0.9017559262510976,0.01538415881566954,0.8010096575943809,0.0851655457733332
ecoli3,100,0.925548726953468,0.01651317709641264,0.9165496049165934,0.022567409832560448,0.9017559262510976,0.01538415881566954,0.73784021071115,0.192670483170126
segment0,10,0.9973988412166288,0.002125755283593813,0.9952324609591422,0.0021272908118318322,0.9922012188823468,0.004859218545779152,0.7154369852851415,0.1296209850865592
segment0,20,0.9973988412166288,0.002125755283593813,0.9952324609591422,0.0021272908118318322,0.9969659407837282,0.0022114223898373414,0.8251054079687485,0.21561260025461085
segment0,30,0.9973988412166288,0.002125755283593813,0.9952324609591422,0.0021272908118318322,0.9969659407837282,0.0022114223898373414,0.8332347334516532,0.14399176745098502
segment0,40,0.9973988412166288,0.002125755283593813,0.9952324609591422,0.0021272908118318322,0.9969659407837282,0.0022114223898373414,0.8985332093791965,0.14006194475330033
segment0,50,0.9973988412166288,0.002125755283593813,0.9952324609591422,0.0021272908118318322,0.9969659407837282,0.0022114223898373414,0.893498981134556,0.15120326592981825
segment0,60,0.9973988412166288,0.002125755283593813,0.9952324609591422,0.0021272908118318322,0.9969659407837282,0.0022114223898373414,0.8809176362321699,0.16874279648034768
segment0,70,0.9973988412166288,0.002125755283593813,0.9952324609591422,0.0021272908118318322,0.9969659407837282,0.0022114223898373414,0.7578508981979698,0.15288914710238385
segment0,80,0.9973988412166288,0.002125755283593813,0.9952324609591422,0.0021272908118318322,0.9969659407837282,0.0022114223898373414,0.7952089847968373,0.21405729818007027
segment0,90,0.9973988412166288,0.002125755283593813,0.9952324609591422,0.0021272908118318322,0.9969659407837282,0.0022114223898373414,0.8319519959433193,0.15124584808096295
segment0,100,0.9973988412166288,0.002125755283593813,0.9952324609591422,0.0021272908118318322,0.9969659407837282,0.0022114223898373414,0.7457118441934061,0.1692252617618761
vehicle2,10,0.9574660633484162,0.013615474980062185,0.9539088061260006,0.008646014618865298,0.8936373129133311,0.026365715391188104,0.8202018795683955,0.11344297567594253
vehicle2,20,0.9586425339366516,0.008279997968857039,0.9539088061260006,0.008646014618865298,0.9208144796380091,0.02132212627994456,0.8251096414897319,0.09657909496076382
vehicle2,30,0.9610024364775496,0.007969518854494186,0.9539088061260006,0.008646014618865298,0.9243508527671424,0.020966141183359672,0.7765541246084233,0.13834040813528994
vehicle2,40,0.9610093978419773,0.0095220778462526,0.9539088061260006,0.008646014618865298,0.9290776192133656,0.015878284758987688,0.8416985729202924,0.07412444367251983
vehicle2,50,0.9621928297946396,0.010223834356843308,0.9539088061260006,0.008646014618865298,0.9338113470240168,0.014660005427385603,0.7752732335537764,0.13694727180012742
vehicle2,60,0.9633693003828748,0.00862865543579541,0.9539088061260006,0.008646014618865298,0.942095370692656,0.01412538893909675,0.7291681169509224,0.10401198674558797
vehicle2,70,0.9621858684302124,0.007961244749068936,0.9539088061260006,0.008646014618865298,0.945645666550644,0.012526696268539445,0.8215593456317437,0.1384635082091666
