Dataset Name,model,n_estimators,accuracy,acc_std_dev,f1,f1_std_dev,g_mean,g_mean_std_dev,oracle_mean,oracle_std_dev
yeast3,RandomSubspaces,20,0.8901606151606151,0.0027350069402139747,0.054319014319014314,0.05631032440848213,0.1308764235346641,0.11672583292978342,0.9925925925925926,0.007795176365515321
glass6,RandomSubspaces,20,0.9486157253599113,0.022745009829351494,0.7851515151515152,0.10537614640612439,0.8371708212885338,0.08621661250229126,0.9953488372093023,0.009302325581395366
ecoli3,RandomSubspaces,30,0.8987708516242318,0.006496927129060559,0.09444444444444444,0.11600340565456166,0.15055320155857835,0.18439197424814546,1.0,0.0
segment0,RandomSubspaces,30,0.9969659407837282,0.0022114223898373414,0.9892184790178755,0.007910203849622417,0.9905744502535182,0.008682731026110425,1.0,0.0
vehicle2,RandomSubspaces,30,0.9243508527671424,0.020966141183359672,0.8402525463294858,0.04792211639079918,0.8722908300067493,0.043185976520607613,0.9988235294117647,0.00235294117647058
yeast3,RandomSubspaces,30,0.8908385658385658,0.0025710907789319973,0.022857142857142857,0.045714285714285714,0.04990521318489986,0.09981042636979973,0.9952861952861953,0.005870570967731553
glass6,RandomSubspaces,30,0.9438538205980066,0.011811554042944311,0.7654545454545454,0.0603509783491133,0.8205776427708387,0.044358172865540065,0.9953488372093023,0.009302325581395366
ecoli3,RandomSubspaces,40,0.8987708516242318,0.006496927129060559,0.05,0.10000000000000002,0.07559289460184544,0.15118578920369088,1.0,0.0
segment0,RandomSubspaces,40,0.9969659407837282,0.0022114223898373414,0.9892184790178755,0.007910203849622417,0.9905744502535182,0.008682731026110425,1.0,0.0
vehicle2,RandomSubspaces,40,0.9290776192133657,0.015878284758987688,0.8508000705514484,0.03715010273685305,0.8792759096366141,0.033967783280816434,0.9988235294117647,0.00235294117647058
yeast3,RandomSubspaces,40,0.9016380016380017,0.015761058139022874,0.19057394990898827,0.1976932470979554,0.28335890322889457,0.20857316656614758,0.9973063973063973,0.00392656693255574
glass6,RandomSubspaces,40,0.9345514950166113,0.00949027033693403,0.738088578088578,0.045028690678570106,0.8158369135815045,0.040216136624644586,0.9953488372093023,0.009302325581395366
ecoli3,RandomSubspaces,50,0.8957857769973661,0.009861366870657745,0.05,0.10000000000000002,0.07559289460184544,0.15118578920369088,1.0,0.0
segment0,RandomSubspaces,50,0.9969659407837282,0.0022114223898373414,0.9892184790178755,0.007910203849622417,0.9905744502535182,0.008682731026110425,1.0,0.0
vehicle2,RandomSubspaces,50,0.9338113470240168,0.014660005427385603,0.8635308922665244,0.034377617143115734,0.8931436781971771,0.03266085707782438,0.9988235294117647,0.00235294117647058
yeast3,RandomSubspaces,50,0.9137592137592139,0.013505578549663153,0.3815384615384615,0.1591736215556988,0.48753626432434344,0.1378981929111601,0.9993265993265993,0.0013468013468013404
glass6,RandomSubspaces,50,0.9344407530454042,0.018121122630416632,0.7375757575757576,0.080256704762409,0.816218450944753,0.0474964083464888,0.9953488372093023,0.009302325581395366
ecoli3,RandomSubspaces,60,0.8957857769973661,0.009861366870657745,0.05,0.10000000000000002,0.07559289460184544,0.15118578920369088,1.0,0.0
segment0,RandomSubspaces,60,0.9969659407837282,0.0022114223898373414,0.9892184790178755,0.007910203849622417,0.9905744502535182,0.008682731026110425,1.0,0.0
vehicle2,RandomSubspaces,60,0.9420953706926559,0.01412538893909675,0.8811543620486709,0.031046527806722804,0.9054672122462772,0.026398830987684738,1.0,0.0
yeast3,RandomSubspaces,60,0.9036536536536536,0.012796680517224017,0.23704711551496777,0.15978524093902738,0.35484035984377194,0.14613847860998821,0.9993265993265993,0.0013468013468013404
glass6,RandomSubspaces,60,0.9392026578073089,0.011679997230064429,0.7509090909090909,0.05902171551001147,0.8183557798366593,0.04478313655434227,0.9953488372093023,0.009302325581395366
ecoli3,RandomSubspaces,70,0.8957857769973663,0.013651126760721194,0.1,0.12247448713915891,0.15118578920369088,0.1851640199545103,1.0,0.0
segment0,RandomSubspaces,70,0.9969659407837282,0.0022114223898373414,0.9892184790178755,0.007910203849622417,0.9905744502535182,0.008682731026110425,1.0,0.0
vehicle2,RandomSubspaces,70,0.9456456665506441,0.012526696268539445,0.8905243250293466,0.026894566975849847,0.9164466749976924,0.02351572777326847,1.0,0.0
yeast3,RandomSubspaces,70,0.905000455000455,0.011256350781702689,0.24181426416720536,0.14658372044366647,0.35943985921853044,0.13519517402522366,1.0,0.0
glass6,RandomSubspaces,70,0.9344407530454042,0.018121122630416632,0.7375757575757576,0.080256704762409,0.816218450944753,0.0474964083464888,1.0,0.0
ecoli3,RandomSubspaces,80,0.8957857769973663,0.013651126760721194,0.1,0.12247448713915891,0.15118578920369088,0.1851640199545103,1.0,0.0
segment0,RandomSubspaces,80,0.9969659407837282,0.0022114223898373414,0.9892184790178755,0.007910203849622417,0.9905744502535182,0.008682731026110425,1.0,0.0
vehicle2,RandomSubspaces,80,0.9385450748346675,0.007929039921367256,0.8734605382307364,0.01810810078735602,0.8982701428688913,0.0170622067459732,1.0,0.0
yeast3,RandomSubspaces,80,0.9002730002730003,0.004493267143057358,0.18230266465560585,0.08000610675909928,0.31093083240019537,0.08520044435448505,1.0,0.0
glass6,RandomSubspaces,80,0.9392026578073089,0.011679997230064429,0.7509090909090909,0.05902171551001147,0.8183557798366593,0.04478313655434227,1.0,0.0
ecoli3,RandomSubspaces,90,0.9017559262510975,0.01538415881566954,0.18333333333333335,0.16814162167135063,0.2574576983235481,0.21800242517794316,1.0,0.0
segment0,RandomSubspaces,90,0.9969659407837282,0.0022114223898373414,0.9892184790178755,0.007910203849622417,0.9905744502535182,0.008682731026110425,1.0,0.0
vehicle2,RandomSubspaces,90,0.9314653672119736,0.013126556688063477,0.8578147642516291,0.030041199752160252,0.8865866751487603,0.027736787308691568,1.0,0.0
yeast3,RandomSubspaces,90,0.9022954772954772,0.006324553788404437,0.20892290590999343,0.10435194019360945,0.3335133991270832,0.10502956391851632,1.0,0.0
glass6,RandomSubspaces,90,0.9392026578073089,0.011679997230064429,0.7509090909090909,0.05902171551001147,0.8183557798366593,0.04478313655434227,1.0,0.0
ecoli3,RandomSubspaces,100,0.9017559262510975,0.01538415881566954,0.18333333333333335,0.16814162167135063,0.2574576983235481,0.21800242517794316,1.0,0.0
segment0,RandomSubspaces,100,0.9969659407837282,0.0022114223898373414,0.9892184790178755,0.007910203849622417,0.9905744502535182,0.008682731026110425,1.0,0.0
vehicle2,RandomSubspaces,100,0.9302749738948835,0.01196468803491491,0.8550325241802323,0.02762899292902725,0.8840359932874188,0.026088391885531564,1.0,0.0
yeast3,RandomSubspaces,100,0.907016107016107,0.00911226765557075,0.2863494410963631,0.12369183505160679,0.40620020226979936,0.10979996793207222,1.0,0.0
glass6,RandomSubspaces,100,0.9392026578073089,0.011679997230064429,0.7509090909090909,0.05902171551001147,0.8183557798366593,0.04478313655434227,1.0,0.0
